"f2","family","trait_id","trait_name","trait_value"
"918805","9188","66","HW","0.3"
"918609","9186","66","HW","0.254"
"919603","9196","66","HW","0.347"
"919308","9193","66","HW","0.258"
"919307","9193","66","HW","0.302"
"919602","9196","66","HW","0.322"
"919304","9193","66","HW","0.308"
"919303","9193","66","HW","0.365"
"916103","9161","66","HW","0.295"
"916303","9163","66","HW","0.265"
"916106","9161","66","HW","0.335"
"916102","9161","66","HW","0.25"
"916302","9163","66","HW","0.285"
"916104","9161","66","HW","0.34"
"916110","9161","66","HW","0.315"
"916304","9163","66","HW","0.21"
"916308","9163","66","HW","0.22"
"916112","9161","66","HW","0.33"
"931804","9318","66","HW","0.259"
"931408","9314","66","HW","0.269"
"931410","9314","66","HW","0.269"
"931406","9314","66","HW","0.243"
"931808","9318","66","HW","0.249"
"931404","9314","66","HW","0.256"
"931801","9318","66","HW","0.342"
"931802","9318","66","HW","0.256"
"931805","9318","66","HW","0.347"
"931806","9318","66","HW","0.282"
"931812","9318","66","HW","0.409"
"916902","9169","66","HW","0.255"
"916313","9163","66","HW","0.2495"
"916310","9163","66","HW","0.255"
"916906","9169","66","HW","0.3055"
"916802","9168","66","HW","0.216"
"916311","9163","66","HW","0.248"
"916803","9168","66","HW","0.3055"
"930107","9301","66","HW","0.411"
"929812","9298","66","HW","0.433"
"929803","9298","66","HW","0.396"
"930804","9308","66","HW","0.347"
"929808","9298","66","HW","0.284"
"930103","9301","66","HW","0.343"
"930810","9308","66","HW","0.328"
"930106","9301","66","HW","0.333"
"930102","9301","66","HW","0.25"
"930101","9301","66","HW","0.313"
"929203","9292","66","HW","0.3665"
"929210","9292","66","HW","0.3235"
"929205","9292","66","HW","0.3745"
"929214","9292","66","HW","0.3155"
"929204","9292","66","HW","0.365"
"929216","9292","66","HW","0.289"
"929208","9292","66","HW","0.333"
"929207","9292","66","HW","0.288"
"929206","9292","66","HW","0.345"
"929212","9292","66","HW","0.3285"
"929218","9292","66","HW","0.2315"
"929209","9292","66","HW","0.3405"
"931401","9314","66","HW","0.378"
"931305","9313","66","HW","0.295"
"931306","9313","66","HW","0.255"
"931407","9314","66","HW","0.305"
"931308","9313","66","HW","0.29"
"931405","9314","66","HW","0.305"
"931412","9314","66","HW","0.264"
"929804","9298","66","HW","0.307"
"931403","9314","66","HW","0.346"
"931303","9313","66","HW","0.373"
"931302","9313","66","HW","0.226"
"928301","9283","66","HW","0.353"
"928306","9283","66","HW","0.292"
"928303","9283","66","HW","0.372"
"928302","9283","66","HW","0.273"
"928310","9283","66","HW","0.297"
"928304","9283","66","HW","0.37"
"928305","9283","66","HW","0.396"
"928309","9283","66","HW","0.374"
"928316","9283","66","HW","0.337"
"928308","9283","66","HW","0.37"
"928307","9283","66","HW","0.311"
"925902","9259","66","HW","0.238"
"925914","9259","66","HW","0.365"
"925903","9259","66","HW","0.403"
"925905","9259","66","HW","0.427"
"925908","9259","66","HW","0.349"
"925913","9259","66","HW","0.371"
"925904","9259","66","HW","0.318"
"925906","9259","66","HW","0.432"
"925911","9259","66","HW","0.391"
"925912","9259","66","HW","0.381"
"925910","9259","66","HW","0.304"
"929708","9297","66","HW","0.405"
"929610","9296","66","HW","0.3"
"929612","9296","66","HW","0.205"
"929603","9296","66","HW","0.305"
"929608","9296","66","HW","0.29"
"929704","9297","66","HW","0.305"
"929604","9296","66","HW","0.315"
"929606","9296","66","HW","0.27"
"929601","9296","66","HW","0.35"
"929602","9296","66","HW","0.29"
"920105","9201","66","HW","0.358"
"920801","9208","66","HW","0.242"
"920810","9208","66","HW","0.376"
"920103","9201","66","HW","0.233"
"920102","9201","66","HW","0.317"
"920806","9208","66","HW","0.288"
"920802","9208","66","HW","0.304"
"920805","9208","66","HW","0.305"
"920803","9208","66","HW","0.236"
"920807","9208","66","HW","0.298"
"920111","9201","66","HW","0.304"
"920104","9201","66","HW","0.344"
"930813","9308","66","HW","0.364"
"930811","9308","66","HW","0.367"
"931301","9313","66","HW","0.279"
"930807","9308","66","HW","0.34"
"930805","9308","66","HW","0.312"
"930105","9301","66","HW","0.338"
"930809","9308","66","HW","0.281"
"930808","9308","66","HW","0.291"
"930802","9308","66","HW","0.384"
"930806","9308","66","HW","0.26"
"1031402","10314","66","HW","0.28"
"1032004","10320","66","HW","0.28"
"1032008","10320","66","HW","0.41"
"1031308","10313","66","HW","0.35"
"1031408","10314","66","HW","0.38"
"1032006","10320","66","HW","0.33"
"1031406","10314","66","HW","0.35"
"1031410","10314","66","HW","0.35"
"1032007","10320","66","HW","0.39"
"1032002","10320","66","HW","0.32"
"1031303","10313","66","HW","0.38"
"1031306","10313","66","HW","0.38"
"1026707","10267","66","HW","0.37"
"1026303","10263","66","HW","0.45"
"1026701","10267","66","HW","0.38"
"1026305","10263","66","HW","0.36"
"1026304","10263","66","HW","0.31"
"1026311","10263","66","HW","0.33"
"1026306","10263","66","HW","0.32"
"1026802","10268","66","HW","0.31"
"1026302","10263","66","HW","0.34"
"1037309","10373","66","HW","0.45"
"1037313","10373","66","HW","0.37"
"1037301","10373","66","HW","0.38"
"1037317","10373","66","HW","0.38"
"1037311","10373","66","HW","0.3"
"1037305","10373","66","HW","0.41"
"1037315","10373","66","HW","0.34"
"1038406","10384","66","HW","0.36"
"1039212","10392","66","HW","0.32"
"1038202","10382","66","HW","0.32"
"1039202","10392","66","HW","0.33"
"1039204","10392","66","HW","0.27"
"1039205","10392","66","HW","0.37"
"1039208","10392","66","HW","0.31"
"1039206","10392","66","HW","0.26"
"1038401","10384","66","HW","0.36"
"1039203","10392","66","HW","0.35"
"1039210","10392","66","HW","0.27"
"1038411","10384","66","HW","0.34"
"1038404","10384","66","HW","0.48"
"1039201","10392","66","HW","0.35"
"1028207","10282","66","HW","0.34"
"1027207","10272","66","HW","0.33"
"1028203","10282","66","HW","0.33"
"1028208","10282","66","HW","0.4"
"1028204","10282","66","HW","0.35"
"1027201","10272","66","HW","0.44"
"1027210","10272","66","HW","0.39"
"1027208","10272","66","HW","0.45"
"1027202","10272","66","HW","0.43"
"1028202","10282","66","HW","0.43"
"1030406","10304","66","HW","0.47"
"1030705","10307","66","HW","0.39"
"1030601","10306","66","HW","0.35"
"1030607","10306","66","HW","0.54"
"1030609","10306","66","HW","0.42"
"1030603","10306","66","HW","0.41"
"1030707","10307","66","HW","0.39"
"1030701","10307","66","HW","0.36"
"1030706","10307","66","HW","0.35"
"1030604","10306","66","HW","0.37"
"1016907","10169","66","HW","0.57"
"1016902","10169","66","HW","0.36"
"1018910","10189","66","HW","0.27"
"1019609","10196","66","HW","0.35"
"1016901","10169","66","HW","0.33"
"1018903","10189","66","HW","0.45"
"1019604","10196","66","HW","0.35"
"1019608","10196","66","HW","0.27"
"1019607","10196","66","HW","0.39"
"1019606","10196","66","HW","0.34"
"1018905","10189","66","HW","0.35"
"1018906","10189","66","HW","0.37"
"1038409","10384","66","HW","0.34"
"1038206","10382","66","HW","0.36"
"1038216","10382","66","HW","0.26"
"1038407","10384","66","HW","0.41"
"1038413","10384","66","HW","0.37"
"1038210","10382","66","HW","0.32"
"1038402","10384","66","HW","0.31"
"1038208","10382","66","HW","0.48"
"1038214","10382","66","HW","0.41"
"1038204","10382","66","HW","0.29"
"1038408","10384","66","HW","0.31"
"1038203","10382","66","HW","0.41"
"1038201","10382","66","HW","0.33"
"1038405","10384","66","HW","0.39"
"1035903","10359","66","HW","0.25"
"1036705","10367","66","HW","0.33"
"1036706","10367","66","HW","0.36"
"1035105","10351","66","HW","0.3"
"1036703","10367","66","HW","0.28"
"1035911","10359","66","HW","0.37"
"1036710","10367","66","HW","0.23"
"1035902","10359","66","HW","0.27"
"1035905","10359","66","HW","0.41"
"1036704","10367","66","HW","0.26"
"1035901","10359","66","HW","0.37"
"1036702","10367","66","HW","0.27"
"1036715","10367","66","HW","0.28"
"1035304","10353","66","HW","0.3"
"1036712","10367","66","HW","0.26"
"1035904","10359","66","HW","0.37"
"1036708","10367","66","HW","0.3"
"1037109","10371","66","HW","0.39"
"1037303","10373","66","HW","0.46"
"1036701","10367","66","HW","0.26"
"1036709","10367","66","HW","0.3"
"1037106","10371","66","HW","0.27"
"1036707","10367","66","HW","0.29"
"1037307","10373","66","HW","0.4"
"1037104","10371","66","HW","0.3"
"1037103","10371","66","HW","0.33"
"1037105","10371","66","HW","0.3"
"1021709","10217","66","HW","0.4"
"1021703","10217","66","HW","0.39"
"1021702","10217","66","HW","0.37"
"1021710","10217","66","HW","0.31"
"1021707","10217","66","HW","0.49"
"1024003","10240","66","HW","0.35"
"1024006","10240","66","HW","0.36"
"1021706","10217","66","HW","0.34"
"1024008","10240","66","HW","0.37"
"1021704","10217","66","HW","0.39"
"1016409","10164","66","HW","0.39"
"1016411","10164","66","HW","0.4"
"1016905","10169","66","HW","0.41"
"1016412","10164","66","HW","0.34"
"1016208","10162","66","HW","0.44"
"1016408","10164","66","HW","0.32"
"1016403","10164","66","HW","0.36"
"1016903","10169","66","HW","0.39"
"1016209","10162","66","HW","0.42"
"1016401","10164","66","HW","0.4"
"1032714","10327","66","HW","0.29"
"1032711","10327","66","HW","0.42"
"1032708","10327","66","HW","0.35"
"1032712","10327","66","HW","0.39"
"1032023","10320","66","HW","0.3"
"1032003","10320","66","HW","0.26"
"1032702","10327","66","HW","0.35"
"1032701","10327","66","HW","0.33"
"1032709","10327","66","HW","0.31"
"1032005","10320","66","HW","0.32"
"1020703","10207","66","HW","0.41"
"1019602","10196","66","HW","0.32"
"1020405","10204","66","HW","0.37"
"1020406","10204","66","HW","0.38"
"1020702","10207","66","HW","0.24"
"1020707","10207","66","HW","0.42"
"1020408","10204","66","HW","0.35"
"1020705","10207","66","HW","0.29"
"1020713","10207","66","HW","0.33"
"1020403","10204","66","HW","0.4"
"1019601","10196","66","HW","0.38"
"1020701","10207","66","HW","0.32"
"1020402","10204","66","HW","0.3"
"1019605","10196","66","HW","0.37"
"1021002","10210","66","HW","0.32"
"1021014","10210","66","HW","0.29"
"1021010","10210","66","HW","0.36"
"1021001","10210","66","HW","0.31"
"1021003","10210","66","HW","0.3"
"1021004","10210","66","HW","0.27"
"1021012","10210","66","HW","0.38"
"1021006","10210","66","HW","0.3"
"1020407","10204","66","HW","0.37"
"1015913","10159","66","HW","0.39"
"1015905","10159","66","HW","0.49"
"1016201","10162","66","HW","0.42"
"1015901","10159","66","HW","0.37"
"1015904","10159","66","HW","0.39"
"1015906","10159","66","HW","0.33"
"1016103","10161","66","HW","0.34"
"1015911","10159","66","HW","0.42"
"1015903","10159","66","HW","0.43"
"1016202","10162","66","HW","0.3"
"1015902","10159","66","HW","0.48"
"1015907","10159","66","HW","0.43"
"1026704","10267","66","HW","0.33"
"1026702","10267","66","HW","0.31"
"1027204","10272","66","HW","0.33"
"1027214","10272","66","HW","0.38"
"1026711","10267","66","HW","0.39"
"1026705","10267","66","HW","0.36"
"1026712","10267","66","HW","0.27"
"1027206","10272","66","HW","0.3"
"1026710","10267","66","HW","0.31"
"1026709","10267","66","HW","0.33"
"1030806","10308","66","HW","0.3"
"1031102","10311","66","HW","0.41"
"1031209","10312","66","HW","0.28"
"1030709","10307","66","HW","0.4"
"1030702","10307","66","HW","0.33"
"1030804","10308","66","HW","0.34"
"1031206","10312","66","HW","0.34"
"1031101","10311","66","HW","0.44"
"1030711","10307","66","HW","0.49"
"1030802","10308","66","HW","0.33"
"1030704","10307","66","HW","0.34"
"916904","9169","66","HW","0.253"
"919801","9198","66","HW","0.303"
"919802","9198","66","HW","0.334"
"919803","9198","66","HW","0.228"
"919805","9198","66","HW","0.303"
"919807","9198","66","HW","0.249"
"919808","9198","66","HW","0.363"
"919809","9198","66","HW","0.31"
"920101","9201","66","HW","0.339"
"920107","9201","66","HW","0.341"
"920115","9201","66","HW","0.279"
"929701","9297","66","HW","0.363"
"929702","9297","66","HW","0.446"
"929703","9297","66","HW","0.309"
"929705","9297","66","HW","0.422"
"929707","9297","66","HW","0.294"
"929801","9298","66","HW","0.28"
"929802","9298","66","HW","0.3"
"929805","9298","66","HW","0.27"
"929806","9298","66","HW","0.245"
"929810","9298","66","HW","0.315"
"1001110","10011","66","HW","0.252"
"1001313","10013","66","HW","0.313"
"1013401","10134","66","HW","0.3"
"1013408","10134","66","HW","0.27"
"1015909","10159","66","HW","0.42"
"1021008","10210","66","HW","0.24"
"1026803","10268","66","HW","0.38"
"1035101","10351","66","HW","0.31"
"1035103","10351","66","HW","0.28"
"1035106","10351","66","HW","0.34"
"1035109","10351","66","HW","0.32"
"1035112","10351","66","HW","0.32"
"1035113","10351","66","HW","0.34"
"1035301","10353","66","HW","0.43"
"1035302","10353","66","HW","0.39"
"1035305","10353","66","HW","0.28"
"1035306","10353","66","HW","0.34"
"1035307","10353","66","HW","0.4"
"1035309","10353","66","HW","0.44"
"1035311","10353","66","HW","0.31"
"1035313","10353","66","HW","0.44"
"1013705","10137","74","LIW","1.17"
"1013902","10139","74","LIW","1.85"
"1013905","10139","74","LIW","1.91"
"1013711","10137","74","LIW","1.82"
"1013701","10137","74","LIW","1.24"
"1013410","10134","74","LIW","1.43"
"1013912","10139","74","LIW","1.42"
"1013403","10134","74","LIW","1.15"
"1013903","10139","74","LIW","1.16"
"1013612","10136","74","LIW","2.11"
"1013713","10137","74","LIW","1.53"
"1013707","10137","74","LIW","1.48"
"1013906","10139","74","LIW","1.32"
"1013610","10136","74","LIW","1.43"
"1013904","10139","74","LIW","1.55"
"933114","9331","74","LIW","0.922"
"933203","9332","74","LIW","1.315"
"933101","9331","74","LIW","0.887"
"933204","9332","74","LIW","1.094"
"933202","9332","74","LIW","1.14"
"933104","9331","74","LIW","1.143"
"933102","9331","74","LIW","1.346"
"933108","9331","74","LIW","1.079"
"933103","9331","74","LIW","1.456"
"933112","9331","74","LIW","1.221"
"933201","9332","74","LIW","1.289"
"933110","9331","74","LIW","1.171"
"933106","9331","74","LIW","1.129"
"1000810","10008","74","LIW","0.919"
"1008911","10089","74","LIW","1.42"
"1008906","10089","74","LIW","1.61"
"1008909","10089","74","LIW","1.42"
"1008903","10089","74","LIW","1.61"
"1008901","10089","74","LIW","1.33"
"1008907","10089","74","LIW","1.55"
"1009511","10095","74","LIW","1.66"
"1009507","10095","74","LIW","0.53"
"1009505","10095","74","LIW","1.4"
"1008904","10089","74","LIW","1.37"
"1008004","10080","74","LIW","1.51"
"1008908","10089","74","LIW","1.32"
"1008001","10080","74","LIW","1.33"
"1008902","10089","74","LIW","1.41"
"1008003","10080","74","LIW","1.49"
"932304","9323","74","LIW","1.055"
"932302","9323","74","LIW","1.461"
"932403","9324","74","LIW","1.118"
"932412","9324","74","LIW","1.202"
"931809","9318","74","LIW","0.86"
"932307","9323","74","LIW","1.237"
"932306","9323","74","LIW","1.175"
"932408","9324","74","LIW","1.495"
"932301","9323","74","LIW","1.236"
"932305","9323","74","LIW","1.399"
"1001307","10013","74","LIW","1.271"
"1001311","10013","74","LIW","1.284"
"1001301","10013","74","LIW","1.548"
"1001305","10013","74","LIW","1.163"
"1001303","10013","74","LIW","1.286"
"1001309","10013","74","LIW","1.22"
"1001103","10011","74","LIW","1.156"
"1001109","10011","74","LIW","1.511"
"1001111","10011","74","LIW","1.332"
"1001302","10013","74","LIW","1.44"
"1001304","10013","74","LIW","1.192"
"1001107","10011","74","LIW","1.161"
"932905","9329","74","LIW","0.785"
"932902","9329","74","LIW","1.364"
"932802","9328","74","LIW","1.274"
"932801","9328","74","LIW","1.607"
"932906","9329","74","LIW","1.52"
"932908","9329","74","LIW","1.416"
"932901","9329","74","LIW","1.077"
"932904","9329","74","LIW","1.164"
"932804","9328","74","LIW","1.167"
"932910","9329","74","LIW","0.944"
"932808","9328","74","LIW","1.343"
"932907","9329","74","LIW","1.47"
"1007902","10079","74","LIW","1.261"
"1006908","10069","74","LIW","1.599"
"1007208","10072","74","LIW","1.411"
"1007913","10079","74","LIW","1.903"
"1006911","10069","74","LIW","1.412"
"1007201","10072","74","LIW","1.376"
"1007204","10072","74","LIW","1.66"
"1006909","10069","74","LIW","1.25"
"1006705","10067","74","LIW","1.353"
"1006906","10069","74","LIW","1.15"
"1007202","10072","74","LIW","1.555"
"1006902","10069","74","LIW","1.14"
"1007207","10072","74","LIW","1.482"
"1006905","10069","74","LIW","1.287"
"1007213","10072","74","LIW","1.599"
"1006903","10069","74","LIW","1.276"
"932410","9324","74","LIW","1.232"
"932706","9327","74","LIW","1.284"
"932701","9327","74","LIW","1.323"
"932402","9324","74","LIW","1.003"
"932702","9327","74","LIW","1.13"
"932703","9327","74","LIW","1.516"
"932406","9324","74","LIW","1.242"
"932404","9324","74","LIW","1.297"
"932401","9324","74","LIW","0.964"
"932708","9327","74","LIW","1.344"
"918604","9186","74","LIW","1.034"
"918602","9186","74","LIW","1.503"
"918804","9188","74","LIW","1.124"
"918611","9186","74","LIW","1.646"
"918612","9186","74","LIW","1.585"
"918601","9186","74","LIW","1.041"
"918607","9186","74","LIW","1.254"
"918605","9186","74","LIW","1.097"
"918608","9186","74","LIW","0.966"
"918606","9186","74","LIW","1.027"
"917108","9171","74","LIW","1.26"
"917104","9171","74","LIW","1.31"
"917114","9171","74","LIW","1.35"
"917103","9171","74","LIW","1.4"
"917102","9171","74","LIW","1.17"
"917105","9171","74","LIW","1.16"
"917107","9171","74","LIW","1.23"
"917101","9171","74","LIW","1.02"
"918603","9186","74","LIW","1.48"
"917110","9171","74","LIW","1.27"
"918708","9187","74","LIW","1.167"
"918807","9188","74","LIW","1.046"
"918703","9187","74","LIW","0.997"
"919306","9193","74","LIW","1.314"
"918704","9187","74","LIW","1.1"
"918801","9188","74","LIW","1.226"
"918701","9187","74","LIW","1.264"
"918803","9188","74","LIW","1.222"
"918706","9187","74","LIW","1.139"
"918707","9187","74","LIW","1.245"
"1015110","10151","74","LIW","0.86"
"1015108","10151","74","LIW","1.17"
"1015104","10151","74","LIW","1.02"
"1015102","10151","74","LIW","1.22"
"1015106","10151","74","LIW","0.98"
"1015302","10153","74","LIW","1.15"
"1015203","10152","74","LIW","1.43"
"1015304","10153","74","LIW","1.28"
"1015103","10151","74","LIW","1.24"
"1015105","10151","74","LIW","1.37"
"1015303","10153","74","LIW","1.56"
"1015107","10151","74","LIW","1.15"
"1015301","10153","74","LIW","1.46"
"1015205","10152","74","LIW","1.3"
"1003701","10037","74","LIW","1.204"
"1003106","10031","74","LIW","0.987"
"1004401","10044","74","LIW","1.164"
"1003108","10031","74","LIW","1.124"
"1003705","10037","74","LIW","1.043"
"1004402","10044","74","LIW","1.081"
"1003702","10037","74","LIW","1.268"
"1003707","10037","74","LIW","1.194"
"1003104","10031","74","LIW","1.142"
"1003114","10031","74","LIW","1.137"
"1003102","10031","74","LIW","1.211"
"1003110","10031","74","LIW","1.058"
"1004403","10044","74","LIW","1.361"
"1001108","10011","74","LIW","1.469"
"1000802","10008","74","LIW","0.739"
"1001113","10011","74","LIW","1.462"
"1001101","10011","74","LIW","1.261"
"1001105","10011","74","LIW","1.218"
"1000808","10008","74","LIW","1.078"
"1001102","10011","74","LIW","1.17"
"1000807","10008","74","LIW","1.357"
"1000812","10008","74","LIW","1.376"
"1000804","10008","74","LIW","1.33"
"1001106","10011","74","LIW","1.322"
"1000803","10008","74","LIW","0.95"
"1001104","10011","74","LIW","1.13"
"1000801","10008","74","LIW","1.4"
"915904","9159","74","LIW","1.35"
"915902","9159","74","LIW","1.6"
"915910","9159","74","LIW","1.4"
"915908","9159","74","LIW","1.2"
"915912","9159","74","LIW","1.5"
"915905","9159","74","LIW","1.6"
"915909","9159","74","LIW","1.3"
"916805","9168","74","LIW","1.5"
"916809","9168","74","LIW","1.25"
"916114","9161","74","LIW","1.45"
"916901","9169","74","LIW","1.35"
"916309","9163","74","LIW","1.35"
"916307","9163","74","LIW","1.6"
"915907","9159","74","LIW","1.35"
"916101","9161","74","LIW","2.1"
"916108","9161","74","LIW","1.45"
"915906","9159","74","LIW","1.35"
"1013004","10130","74","LIW","1.62"
"1007206","10072","74","LIW","1.31"
"1013010","10130","74","LIW","1.51"
"1013008","10130","74","LIW","1.41"
"1013006","10130","74","LIW","1.32"
"1013007","10130","74","LIW","1.41"
"1008002","10080","74","LIW","1.13"
"1013001","10130","74","LIW","1.57"
"1012611","10126","74","LIW","1.65"
"1012203","10122","74","LIW","1.31"
"1012205","10122","74","LIW","1.2"
"1012207","10122","74","LIW","1.15"
"1013011","10130","74","LIW","1.32"
"1013005","10130","74","LIW","1.58"
"1009707","10097","74","LIW","1.68"
"1009703","10097","74","LIW","1.41"
"1009706","10097","74","LIW","1.4"
"1010606","10106","74","LIW","1.47"
"1009708","10097","74","LIW","1.3"
"1010602","10106","74","LIW","1.37"
"1009702","10097","74","LIW","1.5"
"1009503","10095","74","LIW","1.46"
"1009704","10097","74","LIW","1.6"
"1009711","10097","74","LIW","1.54"
"1010605","10106","74","LIW","1.09"
"1009705","10097","74","LIW","1.26"
"1009709","10097","74","LIW","1.25"
"1010601","10106","74","LIW","1.5"
"1013609","10136","74","LIW","1.38"
"1013414","10134","74","LIW","1.31"
"1013604","10136","74","LIW","1.39"
"1013708","10137","74","LIW","1.07"
"1013412","10134","74","LIW","1"
"1013409","10134","74","LIW","1.06"
"1013606","10136","74","LIW","1.1"
"1013411","10134","74","LIW","1.2"
"1013402","10134","74","LIW","1.78"
"1013602","10136","74","LIW","1.55"
"1013605","10136","74","LIW","1.46"
"1013611","10136","74","LIW","1.31"
"1013405","10134","74","LIW","1.65"
"1013407","10134","74","LIW","1.32"
"919302","9193","74","LIW","1.167"
"919601","9196","74","LIW","1.169"
"919301","9193","74","LIW","1.241"
"919609","9196","74","LIW","1.23"
"918805","9188","74","LIW","1.101"
"918609","9186","74","LIW","1.294"
"919603","9196","74","LIW","1.486"
"919308","9193","74","LIW","1.345"
"919307","9193","74","LIW","1.452"
"919602","9196","74","LIW","1.35"
"919304","9193","74","LIW","1.443"
"919303","9193","74","LIW","1.577"
"916103","9161","74","LIW","1.165"
"916303","9163","74","LIW","1.165"
"916106","9161","74","LIW","1.33"
"916102","9161","74","LIW","1.1"
"916302","9163","74","LIW","1.3"
"916104","9161","74","LIW","1.35"
"916110","9161","74","LIW","1.735"
"916304","9163","74","LIW","0.945"
"916308","9163","74","LIW","0.88"
"916112","9161","74","LIW","1.26"
"931804","9318","74","LIW","1.613"
"931408","9314","74","LIW","1.479"
"931410","9314","74","LIW","1.371"
"931406","9314","74","LIW","1.19"
"931808","9318","74","LIW","0.959"
"931404","9314","74","LIW","1.147"
"931801","9318","74","LIW","1.327"
"931802","9318","74","LIW","1.047"
"931805","9318","74","LIW","1.237"
"931806","9318","74","LIW","1.352"
"931812","9318","74","LIW","1.524"
"916902","9169","74","LIW","1.084"
"916313","9163","74","LIW","1.3035"
"916310","9163","74","LIW","1.084"
"916906","9169","74","LIW","1.717"
"916802","9168","74","LIW","1.143"
"916311","9163","74","LIW","1.1525"
"916803","9168","74","LIW","0.1505"
"930107","9301","74","LIW","1.318"
"929812","9298","74","LIW","1.663"
"929803","9298","74","LIW","1.484"
"930804","9308","74","LIW","1.352"
"929808","9298","74","LIW","1.105"
"930103","9301","74","LIW","1.257"
"930810","9308","74","LIW","1.031"
"930106","9301","74","LIW","1.151"
"930102","9301","74","LIW","1.218"
"930101","9301","74","LIW","1.334"
"929203","9292","74","LIW","1.422"
"929210","9292","74","LIW","1.236"
"929205","9292","74","LIW","1.6475"
"929214","9292","74","LIW","1.315"
"929204","9292","74","LIW","1.311"
"929216","9292","74","LIW","1.066"
"929208","9292","74","LIW","1.3435"
"929207","9292","74","LIW","0.923"
"929206","9292","74","LIW","1.467"
"929212","9292","74","LIW","1.5135"
"929218","9292","74","LIW","1.104"
"929209","9292","74","LIW","1.468"
"931401","9314","74","LIW","1.74"
"931305","9313","74","LIW","1.344"
"931306","9313","74","LIW","1.218"
"931407","9314","74","LIW","1.3"
"931308","9313","74","LIW","1.246"
"931405","9314","74","LIW","1.177"
"931412","9314","74","LIW","1.14"
"929804","9298","74","LIW","1.499"
"931403","9314","74","LIW","1.261"
"931303","9313","74","LIW","1.35"
"931302","9313","74","LIW","0.941"
"928301","9283","74","LIW","1.284"
"928306","9283","74","LIW","1.153"
"928303","9283","74","LIW","1.343"
"928302","9283","74","LIW","1.183"
"928310","9283","74","LIW","1.259"
"928304","9283","74","LIW","1.492"
"928305","9283","74","LIW","1.606"
"928309","9283","74","LIW","1.302"
"928316","9283","74","LIW","1.299"
"928308","9283","74","LIW","1.414"
"928307","9283","74","LIW","1.594"
"925902","9259","74","LIW","1.119"
"925914","9259","74","LIW","1.599"
"925903","9259","74","LIW","1.786"
"925905","9259","74","LIW","1.631"
"925908","9259","74","LIW","1.586"
"925913","9259","74","LIW","1.611"
"925904","9259","74","LIW","1.505"
"925906","9259","74","LIW","2.008"
"925911","9259","74","LIW","1.422"
"925912","9259","74","LIW","1.819"
"925910","9259","74","LIW","0.12"
"929708","9297","74","LIW","1.365"
"929610","9296","74","LIW","1.355"
"929612","9296","74","LIW","0.94"
"929603","9296","74","LIW","1.1"
"929608","9296","74","LIW","1.325"
"929704","9297","74","LIW","1.125"
"929604","9296","74","LIW","1.3"
"929606","9296","74","LIW","0.915"
"929601","9296","74","LIW","1.58"
"929602","9296","74","LIW","1.555"
"920105","9201","74","LIW","1.359"
"920801","9208","74","LIW","1.233"
"920810","9208","74","LIW","1.343"
"920103","9201","74","LIW","0.881"
"920102","9201","74","LIW","1.357"
"920806","9208","74","LIW","1.079"
"920802","9208","74","LIW","1.493"
"920805","9208","74","LIW","1.072"
"920803","9208","74","LIW","0.898"
"920807","9208","74","LIW","1.11"
"920111","9201","74","LIW","1.493"
"920104","9201","74","LIW","1.607"
"930813","9308","74","LIW","1.5"
"930811","9308","74","LIW","1.663"
"931301","9313","74","LIW","1.177"
"930807","9308","74","LIW","1.539"
"930805","9308","74","LIW","1.376"
"930105","9301","74","LIW","1.57"
"930809","9308","74","LIW","1.177"
"930808","9308","74","LIW","1.259"
"930802","9308","74","LIW","1.609"
"930806","9308","74","LIW","1.319"
"1031402","10314","74","LIW","1.28"
"1032004","10320","74","LIW","1.27"
"1032008","10320","74","LIW","1.55"
"1031308","10313","74","LIW","1.6"
"1031401","10314","74","LIW","1.2"
"1031408","10314","74","LIW","1.38"
"1032006","10320","74","LIW","1.33"
"1031312","10313","74","LIW","1.39"
"1031406","10314","74","LIW","1.64"
"1031410","10314","74","LIW","1.83"
"1032007","10320","74","LIW","1.51"
"1032002","10320","74","LIW","1.14"
"1031303","10313","74","LIW","1.43"
"1031306","10313","74","LIW","1.64"
"1026707","10267","74","LIW","1.34"
"1026303","10263","74","LIW","1.48"
"1026701","10267","74","LIW","1.1"
"1026305","10263","74","LIW","1.37"
"1026304","10263","74","LIW","1.27"
"1026311","10263","74","LIW","1.24"
"1026306","10263","74","LIW","1.33"
"1026802","10268","74","LIW","1.7"
"1026302","10263","74","LIW","1.3"
"1037309","10373","74","LIW","1.59"
"1037313","10373","74","LIW","1.38"
"1037301","10373","74","LIW","1.67"
"1037317","10373","74","LIW","1.62"
"1037311","10373","74","LIW","1.07"
"1037305","10373","74","LIW","1.56"
"1037315","10373","74","LIW","1.54"
"1038406","10384","74","LIW","1.39"
"1039212","10392","74","LIW","1.43"
"1038202","10382","74","LIW","1.47"
"1039202","10392","74","LIW","1.43"
"1039204","10392","74","LIW","1.21"
"1039205","10392","74","LIW","1.2"
"1039208","10392","74","LIW","1.3"
"1039206","10392","74","LIW","1.04"
"1038401","10384","74","LIW","1.19"
"1039203","10392","74","LIW","1.28"
"1039210","10392","74","LIW","1.2"
"1038411","10384","74","LIW","1.54"
"1038404","10384","74","LIW","1.56"
"1039201","10392","74","LIW","1.15"
"1028207","10282","74","LIW","1.26"
"1027207","10272","74","LIW","1.15"
